,municipio_id_sus,nome,uf_sigla,periodo_codigo,indicadores_nome,nota_porcentagem,meta,municipio_uf
102,420820,Itajaí,SC,2022.Q3,Cobertura Polio e Penta,61,95.0,Itajaí-SC
103,420820,Itajaí,SC,2022.Q3,Hipertensão (PA Aferida),17,50.0,Itajaí-SC
104,420820,Itajaí,SC,2022.Q3,Diabetes (Hemoglobina Glicada),21,50.0,Itajaí-SC
105,351518,Espírito Santo do Pinhal,SP,2022.Q3,Pré-Natal (6 consultas),41,45.0,Espírito Santo do Pinhal-SP
106,351518,Espírito Santo do Pinhal,SP,2022.Q3,Pré-Natal (Sífilis e HIV),48,60.0,Espírito Santo do Pinhal-SP
107,351518,Espírito Santo do Pinhal,SP,2022.Q3,Gestantes Saúde Bucal,43,60.0,Espírito Santo do Pinhal-SP
108,351518,Espírito Santo do Pinhal,SP,2022.Q3,Cobertura Citopatológico,23,40.0,Espírito Santo do Pinhal-SP
109,351518,Espírito Santo do Pinhal,SP,2022.Q3,Cobertura Polio e Penta,88,95.0,Espírito Santo do Pinhal-SP
110,351518,Espírito Santo do Pinhal,SP,2022.Q3,Hipertensão (PA Aferida),42,50.0,Espírito Santo do Pinhal-SP
111,351518,Espírito Santo do Pinhal,SP,2022.Q3,Diabetes (Hemoglobina Glicada),35,50.0,Espírito Santo do Pinhal-SP
112,220290,Corrente,PI,2022.Q3,Pré-Natal (6 consultas),38,45.0,Corrente-PI
113,220290,Corrente,PI,2022.Q3,Pré-Natal (Sífilis e HIV),58,60.0,Corrente-PI
114,220290,Corrente,PI,2022.Q3,Gestantes Saúde Bucal,49,60.0,Corrente-PI
115,220290,Corrente,PI,2022.Q3,Cobertura Citopatológico,8,40.0,Corrente-PI
116,220290,Corrente,PI,2022.Q3,Cobertura Polio e Penta,64,95.0,Corrente-PI
117,220290,Corrente,PI,2022.Q3,Hipertensão (PA Aferida),28,50.0,Corrente-PI
118,220290,Corrente,PI,2022.Q3,Diabetes (Hemoglobina Glicada),15,50.0,Corrente-PI
119,313820,Lavras,MG,2022.Q3,Pré-Natal (6 consultas),16,45.0,Lavras-MG
120,313820,Lavras,MG,2022.Q3,Pré-Natal (Sífilis e HIV),37,60.0,Lavras-MG
121,313820,Lavras,MG,2022.Q3,Gestantes Saúde Bucal,26,60.0,Lavras-MG
122,313820,Lavras,MG,2022.Q3,Cobertura Citopatológico,16,40.0,Lavras-MG
123,313820,Lavras,MG,2022.Q3,Cobertura Polio e Penta,40,95.0,Lavras-MG
124,313820,Lavras,MG,2022.Q3,Hipertensão (PA Aferida),9,50.0,Lavras-MG
125,313820,Lavras,MG,2022.Q3,Diabetes (Hemoglobina Glicada),6,50.0,Lavras-MG
126,310710,Boa Esperança,MG,2022.Q3,Pré-Natal (6 consultas),30,45.0,Boa Esperança-MG
127,310710,Boa Esperança,MG,2022.Q3,Pré-Natal (Sífilis e HIV),53,60.0,Boa Esperança-MG
128,310710,Boa Esperança,MG,2022.Q3,Gestantes Saúde Bucal,32,60.0,Boa Esperança-MG
129,310710,Boa Esperança,MG,2022.Q3,Cobertura Citopatológico,28,40.0,Boa Esperança-MG
130,310710,Boa Esperança,MG,2022.Q3,Cobertura Polio e Penta,91,95.0,Boa Esperança-MG
131,310710,Boa Esperança,MG,2022.Q3,Hipertensão (PA Aferida),23,50.0,Boa Esperança-MG
132,310710,Boa Esperança,MG,2022.Q3,Diabetes (Hemoglobina Glicada),10,50.0,Boa Esperança-MG
133,352570,José Bonifácio,SP,2022.Q3,Pré-Natal (6 consultas),33,45.0,José Bonifácio-SP
134,352570,José Bonifácio,SP,2022.Q3,Pré-Natal (Sífilis e HIV),38,60.0,José Bonifácio-SP
135,352570,José Bonifácio,SP,2022.Q3,Gestantes Saúde Bucal,35,60.0,José Bonifácio-SP
136,352570,José Bonifácio,SP,2022.Q3,Cobertura Citopatológico,18,40.0,José Bonifácio-SP
137,352570,José Bonifácio,SP,2022.Q3,Cobertura Polio e Penta,94,95.0,José Bonifácio-SP
138,352570,José Bonifácio,SP,2022.Q3,Hipertensão (PA Aferida),47,50.0,José Bonifácio-SP
139,352570,José Bonifácio,SP,2022.Q3,Diabetes (Hemoglobina Glicada),39,50.0,José Bonifácio-SP
140,431844,São Jorge,RS,2022.Q3,Pré-Natal (6 consultas),44,45.0,São Jorge-RS
141,431844,São Jorge,RS,2022.Q3,Pré-Natal (Sífilis e HIV),33,60.0,São Jorge-RS
142,431844,São Jorge,RS,2022.Q3,Gestantes Saúde Bucal,44,60.0,São Jorge-RS
143,431844,São Jorge,RS,2022.Q3,Cobertura Citopatológico,18,40.0,São Jorge-RS
144,431844,São Jorge,RS,2022.Q3,Cobertura Polio e Penta,75,95.0,São Jorge-RS
145,431844,São Jorge,RS,2022.Q3,Hipertensão (PA Aferida),20,50.0,São Jorge-RS
146,431844,São Jorge,RS,2022.Q3,Diabetes (Hemoglobina Glicada),3,50.0,São Jorge-RS
147,431642,Sagrada Família,RS,2022.Q3,Pré-Natal (6 consultas),44,45.0,Sagrada Família-RS
148,431642,Sagrada Família,RS,2022.Q3,Pré-Natal (Sífilis e HIV),33,60.0,Sagrada Família-RS
149,431642,Sagrada Família,RS,2022.Q3,Gestantes Saúde Bucal,33,60.0,Sagrada Família-RS
150,431642,Sagrada Família,RS,2022.Q3,Cobertura Citopatológico,36,40.0,Sagrada Família-RS
151,431642,Sagrada Família,RS,2022.Q3,Cobertura Polio e Penta,83,95.0,Sagrada Família-RS
152,431642,Sagrada Família,RS,2022.Q3,Hipertensão (PA Aferida),17,50.0,Sagrada Família-RS
153,431642,Sagrada Família,RS,2022.Q3,Diabetes (Hemoglobina Glicada),7,50.0,Sagrada Família-RS
154,311500,Cascalho Rico,MG,2022.Q3,Pré-Natal (6 consultas),44,45.0,Cascalho Rico-MG
155,311500,Cascalho Rico,MG,2022.Q3,Pré-Natal (Sífilis e HIV),22,60.0,Cascalho Rico-MG
156,311500,Cascalho Rico,MG,2022.Q3,Gestantes Saúde Bucal,33,60.0,Cascalho Rico-MG
157,311500,Cascalho Rico,MG,2022.Q3,Cobertura Citopatológico,26,40.0,Cascalho Rico-MG
158,311500,Cascalho Rico,MG,2022.Q3,Cobertura Polio e Penta,94,95.0,Cascalho Rico-MG
159,311500,Cascalho Rico,MG,2022.Q3,Hipertensão (PA Aferida),15,50.0,Cascalho Rico-MG
160,311500,Cascalho Rico,MG,2022.Q3,Diabetes (Hemoglobina Glicada),8,50.0,Cascalho Rico-MG
161,313860,Lima Duarte,MG,2022.Q3,Pré-Natal (6 consultas),10,45.0,Lima Duarte-MG
162,313860,Lima Duarte,MG,2022.Q3,Pré-Natal (Sífilis e HIV),26,60.0,Lima Duarte-MG
163,313860,Lima Duarte,MG,2022.Q3,Gestantes Saúde Bucal,51,60.0,Lima Duarte-MG
164,313860,Lima Duarte,MG,2022.Q3,Cobertura Citopatológico,12,40.0,Lima Duarte-MG
165,313860,Lima Duarte,MG,2022.Q3,Cobertura Polio e Penta,51,95.0,Lima Duarte-MG
166,313860,Lima Duarte,MG,2022.Q3,Hipertensão (PA Aferida),11,50.0,Lima Duarte-MG
167,313860,Lima Duarte,MG,2022.Q3,Diabetes (Hemoglobina Glicada),8,50.0,Lima Duarte-MG
168,330095,Comendador Levy Gasparian,RJ,2022.Q3,Pré-Natal (6 consultas),11,45.0,Comendador Levy Gasparian-RJ
169,330095,Comendador Levy Gasparian,RJ,2022.Q3,Pré-Natal (Sífilis e HIV),6,60.0,Comendador Levy Gasparian-RJ
170,330095,Comendador Levy Gasparian,RJ,2022.Q3,Gestantes Saúde Bucal,47,60.0,Comendador Levy Gasparian-RJ
171,330095,Comendador Levy Gasparian,RJ,2022.Q3,Cobertura Citopatológico,9,40.0,Comendador Levy Gasparian-RJ
172,330095,Comendador Levy Gasparian,RJ,2022.Q3,Cobertura Polio e Penta,11,95.0,Comendador Levy Gasparian-RJ
173,330095,Comendador Levy Gasparian,RJ,2022.Q3,Hipertensão (PA Aferida),6,50.0,Comendador Levy Gasparian-RJ
174,330095,Comendador Levy Gasparian,RJ,2022.Q3,Diabetes (Hemoglobina Glicada),1,50.0,Comendador Levy Gasparian-RJ
175,330412,Quatis,RJ,2022.Q3,Pré-Natal (6 consultas),11,45.0,Quatis-RJ
176,330412,Quatis,RJ,2022.Q3,Pré-Natal (Sífilis e HIV),22,60.0,Quatis-RJ
177,330412,Quatis,RJ,2022.Q3,Gestantes Saúde Bucal,19,60.0,Quatis-RJ
178,330412,Quatis,RJ,2022.Q3,Cobertura Citopatológico,9,40.0,Quatis-RJ
179,330412,Quatis,RJ,2022.Q3,Cobertura Polio e Penta,44,95.0,Quatis-RJ
180,330412,Quatis,RJ,2022.Q3,Hipertensão (PA Aferida),6,50.0,Quatis-RJ
181,330412,Quatis,RJ,2022.Q3,Diabetes (Hemoglobina Glicada),1,50.0,Quatis-RJ
182,310560,Barbacena,MG,2022.Q3,Pré-Natal (6 consultas),13,45.0,Barbacena-MG
183,310560,Barbacena,MG,2022.Q3,Pré-Natal (Sífilis e HIV),37,60.0,Barbacena-MG
184,310560,Barbacena,MG,2022.Q3,Gestantes Saúde Bucal,35,60.0,Barbacena-MG
185,310560,Barbacena,MG,2022.Q3,Cobertura Citopatológico,9,40.0,Barbacena-MG
186,310560,Barbacena,MG,2022.Q3,Cobertura Polio e Penta,26,95.0,Barbacena-MG
187,310560,Barbacena,MG,2022.Q3,Hipertensão (PA Aferida),12,50.0,Barbacena-MG
188,310560,Barbacena,MG,2022.Q3,Diabetes (Hemoglobina Glicada),14,50.0,Barbacena-MG
189,292860,Santo Amaro,BA,2022.Q3,Pré-Natal (6 consultas),31,45.0,Santo Amaro-BA
190,292860,Santo Amaro,BA,2022.Q3,Pré-Natal (Sífilis e HIV),52,60.0,Santo Amaro-BA
191,292860,Santo Amaro,BA,2022.Q3,Gestantes Saúde Bucal,46,60.0,Santo Amaro-BA
192,292860,Santo Amaro,BA,2022.Q3,Cobertura Citopatológico,5,40.0,Santo Amaro-BA
193,292860,Santo Amaro,BA,2022.Q3,Cobertura Polio e Penta,24,95.0,Santo Amaro-BA
194,292860,Santo Amaro,BA,2022.Q3,Hipertensão (PA Aferida),8,50.0,Santo Amaro-BA
195,292860,Santo Amaro,BA,2022.Q3,Diabetes (Hemoglobina Glicada),7,50.0,Santo Amaro-BA
196,352640,Laranjal Paulista,SP,2022.Q3,Pré-Natal (6 consultas),33,45.0,Laranjal Paulista-SP
197,352640,Laranjal Paulista,SP,2022.Q3,Pré-Natal (Sífilis e HIV),56,60.0,Laranjal Paulista-SP
198,352640,Laranjal Paulista,SP,2022.Q3,Gestantes Saúde Bucal,27,60.0,Laranjal Paulista-SP
199,352640,Laranjal Paulista,SP,2022.Q3,Cobertura Citopatológico,13,40.0,Laranjal Paulista-SP
200,352640,Laranjal Paulista,SP,2022.Q3,Cobertura Polio e Penta,73,95.0,Laranjal Paulista-SP
201,352640,Laranjal Paulista,SP,2022.Q3,Hipertensão (PA Aferida),25,50.0,Laranjal Paulista-SP
202,352640,Laranjal Paulista,SP,2022.Q3,Diabetes (Hemoglobina Glicada),25,50.0,Laranjal Paulista-SP
203,320332,Marataízes,ES,2022.Q3,Pré-Natal (6 consultas),24,45.0,Marataízes-ES
204,320332,Marataízes,ES,2022.Q3,Pré-Natal (Sífilis e HIV),59,60.0,Marataízes-ES
205,320332,Marataízes,ES,2022.Q3,Gestantes Saúde Bucal,36,60.0,Marataízes-ES
206,320332,Marataízes,ES,2022.Q3,Cobertura Citopatológico,14,40.0,Marataízes-ES
207,320332,Marataízes,ES,2022.Q3,Cobertura Polio e Penta,75,95.0,Marataízes-ES
208,320332,Marataízes,ES,2022.Q3,Hipertensão (PA Aferida),26,50.0,Marataízes-ES
209,320332,Marataízes,ES,2022.Q3,Diabetes (Hemoglobina Glicada),18,50.0,Marataízes-ES
210,314590,Ouro Branco,MG,2022.Q3,Pré-Natal (6 consultas),29,45.0,Ouro Branco-MG
211,314590,Ouro Branco,MG,2022.Q3,Pré-Natal (Sífilis e HIV),49,60.0,Ouro Branco-MG
212,314590,Ouro Branco,MG,2022.Q3,Gestantes Saúde Bucal,8,60.0,Ouro Branco-MG
213,314590,Ouro Branco,MG,2022.Q3,Cobertura Citopatológico,23,40.0,Ouro Branco-MG
214,314590,Ouro Branco,MG,2022.Q3,Cobertura Polio e Penta,86,95.0,Ouro Branco-MG
215,314590,Ouro Branco,MG,2022.Q3,Hipertensão (PA Aferida),29,50.0,Ouro Branco-MG
216,314590,Ouro Branco,MG,2022.Q3,Diabetes (Hemoglobina Glicada),28,50.0,Ouro Branco-MG
217,291050,Entre Rios,BA,2022.Q3,Pré-Natal (6 consultas),32,45.0,Entre Rios-BA
218,291050,Entre Rios,BA,2022.Q3,Pré-Natal (Sífilis e HIV),58,60.0,Entre Rios-BA
219,291050,Entre Rios,BA,2022.Q3,Gestantes Saúde Bucal,34,60.0,Entre Rios-BA
220,291050,Entre Rios,BA,2022.Q3,Cobertura Citopatológico,16,40.0,Entre Rios-BA
221,291050,Entre Rios,BA,2022.Q3,Cobertura Polio e Penta,24,95.0,Entre Rios-BA
222,291050,Entre Rios,BA,2022.Q3,Hipertensão (PA Aferida),19,50.0,Entre Rios-BA
223,291050,Entre Rios,BA,2022.Q3,Diabetes (Hemoglobina Glicada),24,50.0,Entre Rios-BA
224,330411,Porto Real,RJ,2022.Q3,Pré-Natal (6 consultas),36,45.0,Porto Real-RJ
225,330411,Porto Real,RJ,2022.Q3,Pré-Natal (Sífilis e HIV),54,60.0,Porto Real-RJ
226,330411,Porto Real,RJ,2022.Q3,Gestantes Saúde Bucal,44,60.0,Porto Real-RJ
227,330411,Porto Real,RJ,2022.Q3,Cobertura Citopatológico,34,40.0,Porto Real-RJ
228,330411,Porto Real,RJ,2022.Q3,Cobertura Polio e Penta,61,95.0,Porto Real-RJ
229,330411,Porto Real,RJ,2022.Q3,Hipertensão (PA Aferida),20,50.0,Porto Real-RJ
230,330411,Porto Real,RJ,2022.Q3,Diabetes (Hemoglobina Glicada),12,50.0,Porto Real-RJ
231,351060,Carapicuíba,SP,2022.Q3,Pré-Natal (6 consultas),42,45.0,Carapicuíba-SP
232,351060,Carapicuíba,SP,2022.Q3,Pré-Natal (Sífilis e HIV),53,60.0,Carapicuíba-SP
233,351060,Carapicuíba,SP,2022.Q3,Gestantes Saúde Bucal,30,60.0,Carapicuíba-SP
234,351060,Carapicuíba,SP,2022.Q3,Cobertura Citopatológico,15,40.0,Carapicuíba-SP
235,351060,Carapicuíba,SP,2022.Q3,Cobertura Polio e Penta,86,95.0,Carapicuíba-SP
236,351060,Carapicuíba,SP,2022.Q3,Hipertensão (PA Aferida),20,50.0,Carapicuíba-SP
237,351060,Carapicuíba,SP,2022.Q3,Diabetes (Hemoglobina Glicada),18,50.0,Carapicuíba-SP
238,432190,Três Passos,RS,2022.Q3,Pré-Natal (6 consultas),42,45.0,Três Passos-RS
239,432190,Três Passos,RS,2022.Q3,Pré-Natal (Sífilis e HIV),52,60.0,Três Passos-RS
240,432190,Três Passos,RS,2022.Q3,Gestantes Saúde Bucal,46,60.0,Três Passos-RS
241,432190,Três Passos,RS,2022.Q3,Cobertura Citopatológico,24,40.0,Três Passos-RS
242,432190,Três Passos,RS,2022.Q3,Cobertura Polio e Penta,55,95.0,Três Passos-RS
243,432190,Três Passos,RS,2022.Q3,Hipertensão (PA Aferida),22,50.0,Três Passos-RS
244,432190,Três Passos,RS,2022.Q3,Diabetes (Hemoglobina Glicada),13,50.0,Três Passos-RS
245,352520,Jarinu,SP,2022.Q3,Pré-Natal (6 consultas),38,45.0,Jarinu-SP
246,352520,Jarinu,SP,2022.Q3,Pré-Natal (Sífilis e HIV),50,60.0,Jarinu-SP
247,352520,Jarinu,SP,2022.Q3,Gestantes Saúde Bucal,35,60.0,Jarinu-SP
248,352520,Jarinu,SP,2022.Q3,Cobertura Citopatológico,10,40.0,Jarinu-SP
249,352520,Jarinu,SP,2022.Q3,Cobertura Polio e Penta,80,95.0,Jarinu-SP
250,352520,Jarinu,SP,2022.Q3,Hipertensão (PA Aferida),17,50.0,Jarinu-SP
251,352520,Jarinu,SP,2022.Q3,Diabetes (Hemoglobina Glicada),7,50.0,Jarinu-SP
252,150172,Brasil Novo,PA,2022.Q3,Pré-Natal (6 consultas),29,45.0,Brasil Novo-PA
253,150172,Brasil Novo,PA,2022.Q3,Pré-Natal (Sífilis e HIV),51,60.0,Brasil Novo-PA
254,150172,Brasil Novo,PA,2022.Q3,Gestantes Saúde Bucal,43,60.0,Brasil Novo-PA
