,municipio_id_sus,nome,uf_sigla,periodo_codigo,indicadores_nome,peso,nota_porcentagem,meta,nota
91,311960,Coronel Pacheco,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
92,312580,Fernandes Tourinho,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
93,314940,Pedro Teixeira,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
94,431500,Porto Lucena,RS,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
95,354740,Santa Rita d'Oeste,SP,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
96,291900,Lajedinho,BA,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
97,315930,Santa Rita de Jacutinga,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
98,431055,Itacurubi,RS,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
99,310360,Arantina,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
100,310720,Bocaina de Minas,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
101,431125,Lagoão,RS,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
102,430692,Engenho Velho,RS,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
103,240550,Jardim de Angicos,RN,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
104,315740,Santa Cruz do Escalvado,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
105,317150,Mathias Lobato,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
106,311900,Cordislândia,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
107,521690,Pilar de Goiás,GO,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
108,312850,Guarará,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
109,315970,Santa Rosa da Serra,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
110,310570,Barra Longa,MG,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
111,350150,Alvinlândia,SP,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
112,520915,Gouvelândia,GO,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
113,412575,São Pedro do Iguaçu,PR,2022.Q3,Pré-Natal (6 consultas),1.0,0,45.0,0.0
114,510120,Araguainha,MT,2022.Q3,Pré-Natal (6 consultas),1.0,100,45.0,10.0
115,431164,Linha Nova,RS,2022.Q3,Pré-Natal (6 consultas),1.0,100,45.0,10.0
116,412310,Santa Amélia,PR,2022.Q3,Pré-Natal (6 consultas),1.0,10,45.0,2.2222222222222223
117,412020,Porto Rico,PR,2022.Q3,Pré-Natal (6 consultas),1.0,10,45.0,2.2222222222222223
118,313850,Liberdade,MG,2022.Q3,Pré-Natal (6 consultas),1.0,10,45.0,2.2222222222222223
119,353970,Platina,SP,2022.Q3,Pré-Natal (6 consultas),1.0,10,45.0,2.2222222222222223
120,316265,São João do Pacuí,MG,2022.Q3,Pré-Natal (6 consultas),1.0,9,45.0,2.0
121,353205,Motuca,SP,2022.Q3,Pré-Natal (6 consultas),1.0,9,45.0,2.0
122,355640,Vargem Grande do Sul,SP,2022.Q3,Pré-Natal (6 consultas),1.0,1,45.0,0.22222222222222224
123,354690,Santa Lúcia,SP,2022.Q3,Pré-Natal (6 consultas),1.0,8,45.0,1.777777777777778
124,311810,Congonhas do Norte,MG,2022.Q3,Pré-Natal (6 consultas),1.0,8,45.0,1.777777777777778
125,311890,Cordisburgo,MG,2022.Q3,Pré-Natal (6 consultas),1.0,8,45.0,1.777777777777778
126,311220,Capela Nova,MG,2022.Q3,Pré-Natal (6 consultas),1.0,8,45.0,1.777777777777778
127,520993,Inaciolândia,GO,2022.Q3,Pré-Natal (6 consultas),1.0,8,45.0,1.777777777777778
128,431575,Riozinho,RS,2022.Q3,Pré-Natal (6 consultas),1.0,8,45.0,1.777777777777778
129,150690,Santarém Novo,PA,2022.Q3,Pré-Natal (6 consultas),1.0,8,45.0,1.777777777777778
130,221062,Sebastião Barros,PI,2022.Q3,Pré-Natal (6 consultas),1.0,8,45.0,1.777777777777778
131,312705,Fronteira dos Vales,MG,2022.Q3,Pré-Natal (6 consultas),1.0,7,45.0,1.5555555555555556
132,312210,Divino das Laranjeiras,MG,2022.Q3,Pré-Natal (6 consultas),1.0,7,45.0,1.5555555555555556
133,320180,Divino de São Lourenço,ES,2022.Q3,Pré-Natal (6 consultas),1.0,7,45.0,1.5555555555555556
134,313695,Juvenília,MG,2022.Q3,Pré-Natal (6 consultas),1.0,6,45.0,1.3333333333333333
135,316150,São Geraldo,MG,2022.Q3,Pré-Natal (6 consultas),1.0,6,45.0,1.3333333333333333
136,317115,Vermelho Novo,MG,2022.Q3,Pré-Natal (6 consultas),1.0,6,45.0,1.3333333333333333
137,241160,São Bento do Norte,RN,2022.Q3,Pré-Natal (6 consultas),1.0,6,45.0,1.3333333333333333
138,354650,Santa Ernestina,SP,2022.Q3,Pré-Natal (6 consultas),1.0,6,45.0,1.3333333333333333
139,420075,Alto Bela Vista,SC,2022.Q3,Pré-Natal (6 consultas),1.0,50,45.0,10.0
140,313280,Itambé do Mato Dentro,MG,2022.Q3,Pré-Natal (6 consultas),1.0,50,45.0,10.0
141,315190,Pocrane,MG,2022.Q3,Pré-Natal (6 consultas),1.0,5,45.0,1.1111111111111112
142,351400,Dobrada,SP,2022.Q3,Pré-Natal (6 consultas),1.0,5,45.0,1.1111111111111112
143,316890,Tiros,MG,2022.Q3,Pré-Natal (6 consultas),1.0,5,45.0,1.1111111111111112
144,352660,Lavrinhas,SP,2022.Q3,Pré-Natal (6 consultas),1.0,4,45.0,0.888888888888889
145,170307,Barra do Ouro,TO,2022.Q3,Pré-Natal (6 consultas),1.0,4,45.0,0.888888888888889
146,350670,Boa Esperança do Sul,SP,2022.Q3,Pré-Natal (6 consultas),1.0,4,45.0,0.888888888888889
147,330513,São José de Ubá,RJ,2022.Q3,Pré-Natal (6 consultas),1.0,3,45.0,0.6666666666666666
148,431531,Quatro Irmãos,RS,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
149,510670,Ponte Branca,MT,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
150,430225,Boa Vista do Sul,RS,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
151,430066,André da Rocha,RS,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
152,430583,Coqueiro Baixo,RS,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
153,430485,Carlos Gomes,RS,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
154,411260,Jardim Olinda,PR,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
155,355520,Turiúba,SP,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
156,351580,Flora Rica,SP,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
157,430055,Alto Alegre,RS,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
158,410340,Cafeara,PR,2022.Q3,Pré-Natal (6 consultas),1.0,33,45.0,7.333333333333333
159,330015,Aperibé,RJ,2022.Q3,Pré-Natal (6 consultas),1.0,3,45.0,0.6666666666666666
160,350990,Cananéia,SP,2022.Q3,Pré-Natal (6 consultas),1.0,3,45.0,0.6666666666666666
161,431810,São Francisco de Assis,RS,2022.Q3,Pré-Natal (6 consultas),1.0,3,45.0,0.6666666666666666
162,315415,Reduto,MG,2022.Q3,Pré-Natal (6 consultas),1.0,3,45.0,0.6666666666666666
163,130180,Ipixuna,AM,2022.Q3,Pré-Natal (6 consultas),1.0,3,45.0,0.6666666666666666
164,352820,Macedônia,SP,2022.Q3,Pré-Natal (6 consultas),1.0,25,45.0,5.555555555555555
165,431300,Nova Bréscia,RS,2022.Q3,Pré-Natal (6 consultas),1.0,25,45.0,5.555555555555555
166,314750,Passabém,MG,2022.Q3,Pré-Natal (6 consultas),1.0,25,45.0,5.555555555555555
167,310140,Albertina,MG,2022.Q3,Pré-Natal (6 consultas),1.0,25,45.0,5.555555555555555
168,431127,Lagoa dos Três Cantos,RS,2022.Q3,Pré-Natal (6 consultas),1.0,25,45.0,5.555555555555555
169,351590,Floreal,SP,2022.Q3,Pré-Natal (6 consultas),1.0,25,45.0,5.555555555555555
170,431333,Nova Ramada,RS,2022.Q3,Pré-Natal (6 consultas),1.0,25,45.0,5.555555555555555
171,311070,Cambuquira,MG,2022.Q3,Pré-Natal (6 consultas),1.0,2,45.0,0.4444444444444445
172,420475,Cunhataí,SC,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
173,431478,Ponte Preta,RS,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
174,311590,Chácara,MG,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
175,312470,Estrela do Indaiá,MG,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
176,311310,Caranaíba,MG,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
177,430786,Fagundes Varela,RS,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
178,431335,Nova Roma do Sul,RS,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
179,431075,Ivorá,RS,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
180,520020,Água Limpa,GO,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
181,431507,Porto Vera Cruz,RS,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
182,351492,Elisiário,SP,2022.Q3,Pré-Natal (6 consultas),1.0,20,45.0,4.444444444444445
183,411995,Pontal do Paraná,PR,2022.Q3,Pré-Natal (6 consultas),1.0,2,45.0,0.4444444444444445
184,330120,Carmo,RJ,2022.Q3,Pré-Natal (6 consultas),1.0,2,45.0,0.4444444444444445
185,432370,Vista Gaúcha,RS,2022.Q3,Pré-Natal (6 consultas),1.0,17,45.0,3.7777777777777777
186,311380,Carmésia,MG,2022.Q3,Pré-Natal (6 consultas),1.0,17,45.0,3.7777777777777777
187,314580,Onça de Pitangui,MG,2022.Q3,Pré-Natal (6 consultas),1.0,17,45.0,3.7777777777777777
188,430543,Chuí,RS,2022.Q3,Pré-Natal (6 consultas),1.0,17,45.0,3.7777777777777777
189,317110,Veríssimo,MG,2022.Q3,Pré-Natal (6 consultas),1.0,17,45.0,3.7777777777777777
190,430511,Centenário,RS,2022.Q3,Pré-Natal (6 consultas),1.0,17,45.0,3.7777777777777777
191,310070,Água Comprida,MG,2022.Q3,Pré-Natal (6 consultas),1.0,17,45.0,3.7777777777777777
192,430063,Amaral Ferrador,RS,2022.Q3,Pré-Natal (6 consultas),1.0,17,45.0,3.7777777777777777
193,315520,Rio Espera,MG,2022.Q3,Pré-Natal (6 consultas),1.0,17,45.0,3.7777777777777777
194,330210,Itaocara,RJ,2022.Q3,Pré-Natal (6 consultas),1.0,2,45.0,0.4444444444444445
195,353430,Orlândia,SP,2022.Q3,Pré-Natal (6 consultas),1.0,2,45.0,0.4444444444444445
196,220960,São Félix do Piauí,PI,2022.Q3,Pré-Natal (6 consultas),1.0,14,45.0,3.111111111111111
197,314550,Olímpio Noronha,MG,2022.Q3,Pré-Natal (6 consultas),1.0,14,45.0,3.111111111111111
198,431643,Saldanha Marinho,RS,2022.Q3,Pré-Natal (6 consultas),1.0,14,45.0,3.111111111111111
199,431520,Putinga,RS,2022.Q3,Pré-Natal (6 consultas),1.0,14,45.0,3.111111111111111
200,313490,Jacutinga,MG,2022.Q3,Pré-Natal (6 consultas),1.0,1,45.0,0.22222222222222224
201,411940,Piraí do Sul,PR,2022.Q3,Pré-Natal (6 consultas),1.0,1,45.0,0.22222222222222224
202,430783,Eugênio de Castro,RS,2022.Q3,Pré-Natal (6 consultas),1.0,13,45.0,2.8888888888888884
203,354040,Populina,SP,2022.Q3,Pré-Natal (6 consultas),1.0,13,45.0,2.8888888888888884
204,432252,Vale Verde,RS,2022.Q3,Pré-Natal (6 consultas),1.0,13,45.0,2.8888888888888884
205,520650,Cromínia,GO,2022.Q3,Pré-Natal (6 consultas),1.0,13,45.0,2.8888888888888884
206,310680,Bias Fortes,MG,2022.Q3,Pré-Natal (6 consultas),1.0,13,45.0,2.8888888888888884
207,354230,Redenção da Serra,SP,2022.Q3,Pré-Natal (6 consultas),1.0,13,45.0,2.8888888888888884
208,432147,Tiradentes do Sul,RS,2022.Q3,Pré-Natal (6 consultas),1.0,13,45.0,2.8888888888888884
209,316090,São Brás do Suaçuí,MG,2022.Q3,Pré-Natal (6 consultas),1.0,13,45.0,2.8888888888888884
210,130115,Careiro da Várzea,AM,2022.Q3,Pré-Natal (6 consultas),1.0,11,45.0,2.444444444444444
211,431843,São João do Polêsine,RS,2022.Q3,Pré-Natal (6 consultas),1.0,11,45.0,2.444444444444444
212,500310,Corguinho,MS,2022.Q3,Pré-Natal (6 consultas),1.0,11,45.0,2.444444444444444
213,240840,Olho-d'Água do Borges,RN,2022.Q3,Pré-Natal (6 consultas),1.0,100,45.0,10.0
214,420535,Flor do Sertão,SC,2022.Q3,Pré-Natal (6 consultas),1.0,100,45.0,10.0
215,221170,Wall Ferraz,PI,2022.Q3,Pré-Natal (6 consultas),1.0,100,45.0,10.0
216,410270,Barra do Jacaré,PR,2022.Q3,Pré-Natal (6 consultas),1.0,100,45.0,10.0
217,330480,São Fidélis,RJ,2022.Q3,Pré-Natal (6 consultas),1.0,10,45.0,2.2222222222222223
218,251570,Serra Grande,PB,2022.Q3,Pré-Natal (6 consultas),1.0,91,45.0,10.0
219,353960,Planalto,SP,2022.Q3,Pré-Natal (6 consultas),1.0,91,45.0,10.0
220,431346,Novo Xingu,RS,2022.Q3,Pré-Natal (6 consultas),1.0,91,45.0,10.0
221,221037,São Luis do Piauí,PI,2022.Q3,Pré-Natal (6 consultas),1.0,91,45.0,10.0
222,354925,São João de Iracema,SP,2022.Q3,Pré-Natal (6 consultas),1.0,91,45.0,10.0
223,270700,Pindoba,AL,2022.Q3,Pré-Natal (6 consultas),1.0,91,45.0,10.0
224,314950,Pequeri,MG,2022.Q3,Pré-Natal (6 consultas),1.0,91,45.0,10.0
225,220117,Barra D'Alcântara,PI,2022.Q3,Pré-Natal (6 consultas),1.0,91,45.0,10.0
226,430807,Fazenda Vilanova,RS,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
227,171500,Nova Rosalândia,TO,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
228,430540,Chiapetta,RS,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
229,352560,João Ramalho,SP,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
230,220198,Brejo do Piauí,PI,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
231,411065,Iracema do Oeste,PR,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
232,510810,Tesouro,MT,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
233,421560,Santa Rosa de Lima,SC,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
234,420253,Bom Jesus,SC,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
235,411660,Nova América da Colina,PR,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
236,314490,Nova Módica,MG,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
237,412015,Porto Barreiro,PR,2022.Q3,Pré-Natal (6 consultas),1.0,83,45.0,10.0
238,352070,Indiaporã,SP,2022.Q3,Pré-Natal (6 consultas),1.0,77,45.0,10.0
239,421140,Nova Erechim,SC,2022.Q3,Pré-Natal (6 consultas),1.0,77,45.0,10.0
240,220527,Jatobá do Piauí,PI,2022.Q3,Pré-Natal (6 consultas),1.0,77,45.0,10.0
241,350200,Analândia,SP,2022.Q3,Pré-Natal (6 consultas),1.0,77,45.0,10.0
242,430515,Cerro Grande,RS,2022.Q3,Pré-Natal (6 consultas),1.0,77,45.0,10.0
243,280500,Pedra Mole,SE,2022.Q3,Pré-Natal (6 consultas),1.0,77,45.0,10.0
244,220935,Santana do Piauí,PI,2022.Q3,Pré-Natal (6 consultas),1.0,77,45.0,10.0
245,312695,Frei Lagonegro,MG,2022.Q3,Pré-Natal (6 consultas),1.0,77,45.0,10.0
246,316980,Turvolândia,MG,2022.Q3,Pré-Natal (6 consultas),1.0,77,45.0,10.0
247,314960,Pequi,MG,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
248,310040,Acaiaca,MG,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
249,421915,Vargem,SC,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
250,170555,Combinado,TO,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
251,315810,Santa Maria do Salto,MG,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
252,420660,Guarujá do Sul,SC,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
253,353090,Mombuca,SP,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
254,420680,Ibicaré,SC,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
255,315000,Pescador,MG,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
256,420243,Bocaina do Sul,SC,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
257,314437,Natalândia,MG,2022.Q3,Pré-Natal (6 consultas),1.0,71,45.0,10.0
258,351340,Cruzeiro,SP,2022.Q3,Pré-Natal (6 consultas),1.0,7,45.0,1.5555555555555556
259,411040,Indianópolis,PR,2022.Q3,Pré-Natal (6 consultas),1.0,67,45.0,10.0
