"municipio_id_sus","nome","uf_sigla","periodo_codigo","indicadores_nome","peso","nota_porcentagem","meta"
"431755",Santo Antônio do Palma,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"353100",Monções,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"431697",Santa Margarida do Sul,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"430192",Barra do Rio Azul,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"220669",Murici dos Portelas,PI,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"354075",Potim,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"410110",Andirá,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"312460",Estrela Dalva,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"431973",São Valério do Sul,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"431235",Montauri,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"311560",Cedro do Abaeté,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"315380",Queluzito,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"354720",Santana da Ponte Pensa,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"316560",Senador Cortes,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"431087",Jacuizinho,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"411710",Nova Londrina,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"315390",Raposos,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"421085",Mirim Doce,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"431171",Maçambará,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"431673",Santa Cecília do Sul,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"311470",Carvalhópolis,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"315860",Santana do Deserto,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"315620",Rochedo de Minas,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"311960",Coronel Pacheco,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"312580",Fernandes Tourinho,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"314940",Pedro Teixeira,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"431500",Porto Lucena,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"354740",Santa Rita d'Oeste,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"291900",Lajedinho,BA,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"315930",Santa Rita de Jacutinga,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"431055",Itacurubi,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"310360",Arantina,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"310720",Bocaina de Minas,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"431125",Lagoão,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"430692",Engenho Velho,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"240550",Jardim de Angicos,RN,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"315740",Santa Cruz do Escalvado,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"317150",Mathias Lobato,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"311900",Cordislândia,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"521690",Pilar de Goiás,GO,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"312850",Guarará,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"315970",Santa Rosa da Serra,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"310570",Barra Longa,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"350150",Alvinlândia,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"520915",Gouvelândia,GO,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"412575",São Pedro do Iguaçu,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,0,45.0
"510120",Araguainha,MT,"2022.Q3",Pré-Natal (6 consultas),1.0,100,45.0
"431164",Linha Nova,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,100,45.0
"412310",Santa Amélia,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,10,45.0
"412020",Porto Rico,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,10,45.0
"313850",Liberdade,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,10,45.0
"353970",Platina,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,10,45.0
"316265",São João do Pacuí,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,9,45.0
"353205",Motuca,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,9,45.0
"355640",Vargem Grande do Sul,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,1,45.0
"354690",Santa Lúcia,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,8,45.0
"311810",Congonhas do Norte,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,8,45.0
"311890",Cordisburgo,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,8,45.0
"311220",Capela Nova,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,8,45.0
"520993",Inaciolândia,GO,"2022.Q3",Pré-Natal (6 consultas),1.0,8,45.0
"431575",Riozinho,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,8,45.0
"150690",Santarém Novo,PA,"2022.Q3",Pré-Natal (6 consultas),1.0,8,45.0
"221062",Sebastião Barros,PI,"2022.Q3",Pré-Natal (6 consultas),1.0,8,45.0
"312705",Fronteira dos Vales,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,7,45.0
"312210",Divino das Laranjeiras,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,7,45.0
"320180",Divino de São Lourenço,ES,"2022.Q3",Pré-Natal (6 consultas),1.0,7,45.0
"313695",Juvenília,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,6,45.0
"316150",São Geraldo,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,6,45.0
"317115",Vermelho Novo,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,6,45.0
"241160",São Bento do Norte,RN,"2022.Q3",Pré-Natal (6 consultas),1.0,6,45.0
"354650",Santa Ernestina,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,6,45.0
"420075",Alto Bela Vista,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,50,45.0
"313280",Itambé do Mato Dentro,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,50,45.0
"315190",Pocrane,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,5,45.0
"351400",Dobrada,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,5,45.0
"316890",Tiros,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,5,45.0
"352660",Lavrinhas,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,4,45.0
"170307",Barra do Ouro,TO,"2022.Q3",Pré-Natal (6 consultas),1.0,4,45.0
"350670",Boa Esperança do Sul,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,4,45.0
"330513",São José de Ubá,RJ,"2022.Q3",Pré-Natal (6 consultas),1.0,3,45.0
"431531",Quatro Irmãos,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"510670",Ponte Branca,MT,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"430225",Boa Vista do Sul,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"430066",André da Rocha,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"430583",Coqueiro Baixo,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"430485",Carlos Gomes,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"411260",Jardim Olinda,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"355520",Turiúba,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"351580",Flora Rica,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"430055",Alto Alegre,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"410340",Cafeara,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,33,45.0
"330015",Aperibé,RJ,"2022.Q3",Pré-Natal (6 consultas),1.0,3,45.0
"350990",Cananéia,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,3,45.0
"431810",São Francisco de Assis,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,3,45.0
"315415",Reduto,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,3,45.0
"130180",Ipixuna,AM,"2022.Q3",Pré-Natal (6 consultas),1.0,3,45.0
"352820",Macedônia,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,25,45.0
"431300",Nova Bréscia,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,25,45.0
"314750",Passabém,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,25,45.0
"310140",Albertina,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,25,45.0
"431127",Lagoa dos Três Cantos,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,25,45.0
"351590",Floreal,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,25,45.0
"431333",Nova Ramada,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,25,45.0
"311070",Cambuquira,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,2,45.0
"420475",Cunhataí,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"431478",Ponte Preta,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"311590",Chácara,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"312470",Estrela do Indaiá,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"311310",Caranaíba,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"430786",Fagundes Varela,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"431335",Nova Roma do Sul,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"431075",Ivorá,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"520020",Água Limpa,GO,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"431507",Porto Vera Cruz,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"351492",Elisiário,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,20,45.0
"411995",Pontal do Paraná,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,2,45.0
"330120",Carmo,RJ,"2022.Q3",Pré-Natal (6 consultas),1.0,2,45.0
"432370",Vista Gaúcha,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,17,45.0
"311380",Carmésia,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,17,45.0
"314580",Onça de Pitangui,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,17,45.0
"430543",Chuí,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,17,45.0
"317110",Veríssimo,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,17,45.0
"430511",Centenário,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,17,45.0
"310070",Água Comprida,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,17,45.0
"430063",Amaral Ferrador,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,17,45.0
"315520",Rio Espera,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,17,45.0
"330210",Itaocara,RJ,"2022.Q3",Pré-Natal (6 consultas),1.0,2,45.0
"353430",Orlândia,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,2,45.0
"220960",São Félix do Piauí,PI,"2022.Q3",Pré-Natal (6 consultas),1.0,14,45.0
"314550",Olímpio Noronha,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,14,45.0
"431643",Saldanha Marinho,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,14,45.0
"431520",Putinga,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,14,45.0
"313490",Jacutinga,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,1,45.0
"411940",Piraí do Sul,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,1,45.0
"430783",Eugênio de Castro,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,13,45.0
"354040",Populina,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,13,45.0
"432252",Vale Verde,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,13,45.0
"520650",Cromínia,GO,"2022.Q3",Pré-Natal (6 consultas),1.0,13,45.0
"310680",Bias Fortes,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,13,45.0
"354230",Redenção da Serra,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,13,45.0
"432147",Tiradentes do Sul,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,13,45.0
"316090",São Brás do Suaçuí,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,13,45.0
"130115",Careiro da Várzea,AM,"2022.Q3",Pré-Natal (6 consultas),1.0,11,45.0
"431843",São João do Polêsine,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,11,45.0
"500310",Corguinho,MS,"2022.Q3",Pré-Natal (6 consultas),1.0,11,45.0
"240840",Olho-d'Água do Borges,RN,"2022.Q3",Pré-Natal (6 consultas),1.0,100,45.0
"420535",Flor do Sertão,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,100,45.0
"221170",Wall Ferraz,PI,"2022.Q3",Pré-Natal (6 consultas),1.0,100,45.0
"410270",Barra do Jacaré,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,100,45.0
"330480",São Fidélis,RJ,"2022.Q3",Pré-Natal (6 consultas),1.0,10,45.0
"251570",Serra Grande,PB,"2022.Q3",Pré-Natal (6 consultas),1.0,91,45.0
"353960",Planalto,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,91,45.0
"431346",Novo Xingu,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,91,45.0
"221037",São Luis do Piauí,PI,"2022.Q3",Pré-Natal (6 consultas),1.0,91,45.0
"354925",São João de Iracema,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,91,45.0
"270700",Pindoba,AL,"2022.Q3",Pré-Natal (6 consultas),1.0,91,45.0
"314950",Pequeri,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,91,45.0
"220117",Barra D'Alcântara,PI,"2022.Q3",Pré-Natal (6 consultas),1.0,91,45.0
"430807",Fazenda Vilanova,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"171500",Nova Rosalândia,TO,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"430540",Chiapetta,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"352560",João Ramalho,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"220198",Brejo do Piauí,PI,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"411065",Iracema do Oeste,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"510810",Tesouro,MT,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"421560",Santa Rosa de Lima,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"420253",Bom Jesus,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"411660",Nova América da Colina,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"314490",Nova Módica,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"412015",Porto Barreiro,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,83,45.0
"352070",Indiaporã,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,77,45.0
"421140",Nova Erechim,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,77,45.0
"220527",Jatobá do Piauí,PI,"2022.Q3",Pré-Natal (6 consultas),1.0,77,45.0
"350200",Analândia,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,77,45.0
"430515",Cerro Grande,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,77,45.0
"280500",Pedra Mole,SE,"2022.Q3",Pré-Natal (6 consultas),1.0,77,45.0
"220935",Santana do Piauí,PI,"2022.Q3",Pré-Natal (6 consultas),1.0,77,45.0
"312695",Frei Lagonegro,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,77,45.0
"316980",Turvolândia,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,77,45.0
"314960",Pequi,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"310040",Acaiaca,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"421915",Vargem,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"170555",Combinado,TO,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"315810",Santa Maria do Salto,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"420660",Guarujá do Sul,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"353090",Mombuca,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"420680",Ibicaré,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"315000",Pescador,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"420243",Bocaina do Sul,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"314437",Natalândia,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,71,45.0
"351340",Cruzeiro,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,7,45.0
"411040",Indianópolis,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,67,45.0
"421240",Pedras Grandes,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,67,45.0
"251440",São José de Espinharas,PB,"2022.Q3",Pré-Natal (6 consultas),1.0,67,45.0
"421810",Timbé do Sul,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,67,45.0
"431303",Nova Esperança do Sul,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,67,45.0
"310010",Abadia dos Dourados,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,67,45.0
"311040",Camacho,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,67,45.0
"432055",Sertão Santana,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,63,45.0
"290010",Abaíra,BA,"2022.Q3",Pré-Natal (6 consultas),1.0,63,45.0
"411310",Kaloré,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,63,45.0
"432085",Tabaí,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,63,45.0
"313430",Itumirim,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,63,45.0
"421205",Palmeira,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,63,45.0
"411340",Leópolis,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,63,45.0
"521810",Portelândia,GO,"2022.Q3",Pré-Natal (6 consultas),1.0,63,45.0
"500627",Paraíso das Águas,MS,"2022.Q3",Pré-Natal (6 consultas),1.0,63,45.0
"421875",Tunápolis,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"170320",Bernardo Sayão,TO,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"312733",Gameleiras,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"350080",Alfredo Marcondes,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"410655",Corumbataí do Sul,PR,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"311190",Cana Verde,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"430755",Estação,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"354090",Pradópolis,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"350370",Ariranha,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"352120",Iporanga,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"421710",São Martinho,SC,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"350055",Águas de Santa Bárbara,SP,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"432067",Sinimbu,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"270900",Tanque d'Arca,AL,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"430170",Barão de Cotegipe,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"314880",Pedra do Anta,MG,"2022.Q3",Pré-Natal (6 consultas),1.0,59,45.0
"430570",Condor,RS,"2022.Q3",Pré-Natal (6 consultas),1.0,56,45.0
